CALIBRATION VALUES V2.1;,;*

;Cxm_cyl_fill_mdl_cor_1
*
MAP;Cxb_cyl_fill_eng_spd
::;Cxb_cyl_fill_intk_mfld_prs;600;750;1000;1250;1500;1750;2100;2500;3000;3500;4000;4500;5000;5500;6000;6500
;12;0,5614221;0,5901009;0,6358305;0,6713898;0,6933537;0,7042886;0,7072297;0,7134398;0,7267349;0,742446;0,7973794;0,8130667;0,7955352;0,7269589;0,624186;0,5135053
;24;0,589291;0,6176603;0,6636514;0,6909749;0,7042631;0,7137296;0,724086;0,744861;0,7694216;0,7822127;0,8265683;0,8237878;0,809635;0,7530078;0,664572;0,5641076
;36;0,6214371;0,6464525;0,6886822;0,7058022;0,7133237;0,7231287;0,74484;0,7765322;0,8100624;0,8277007;0,8515635;0,8356927;0,8220137;0,7785881;0,7058703;0,6151024
;48;0,6570762;0,6718549;0,6967817;0,7129471;0,7257391;0,7423263;0,7689754;0,8015699;0,8354509;0,8551635;0,8673614;0,8505586;0,8360947;0,8017151;0,7576354;0,6623518
;66;0,7217588;0,7170882;0,7111991;0,7361944;0,759479;0,7786873;0,8019433;0,825541;0,8498935;0,8653145;0,869849;0,8544644;0,8386947;0,8139901;0,7763014;0,7168493
;84;0,7892854;0,7877095;0,787485;0,7995018;0,8119025;0,8222146;0,8354707;0,8514161;0,8625099;0,8650486;0,8626023;0,849478;0,8323453;0,8084022;0,7711293;0,7442178
;102;0,8593516;0,8596778;0,8597165;0,859334;0,8591168;0,8592881;0,8630435;0,8749539;0,8801245;0,8703691;0,8605433;0,845703;0,8254426;0,7994786;0,7647048;0,7463788
;120;0,9006699;0,8995941;0,8972139;0,8906166;0,8832508;0,8775846;0,8760526;0,8833988;0,8918479;0,874838;0,859505;0,8434109;0,8207167;0,7923962;0,7599609;0,7402771
;144;0,9068172;0,9060801;0,9045224;0,9004437;0,8930785;0,8855826;0,8814407;0,8847825;0,88862;0,8729219;0,8560548;0,8425244;0,8236322;0,7918001;0,7575838;0,7341313
;168;0,8879125;0,8903058;0,895079;0,897351;0,8956322;0,8891882;0,882224;0,8858892;0,8833661;0,872296;0,859474;0,8456607;0,8220689;0,7857985;0,7501024;0,7196526
;192;0,8861794;0,8883093;0,8921195;0,8951502;0,8958428;0,8924197;0,8869344;0,8881774;0,8897606;0,8817593;0,8692937;0,8489422;0,8192243;0,7856759;0,7425642;0,7002986
;216;0,8881608;0,8890202;0,8904548;0,8918477;0,8930392;0,8937281;0,892384;0,8918012;0,8931486;0,8852069;0,8782508;0,8630381;0,8331305;0,7900008;0,7240489;0,6866865
;240;0,8920699;0,8911441;0,8896178;0,8882381;0,887225;0,8868699;0,888136;0,8911502;0,8976958;0,8965429;0,8868093;0,8729877;0,8368837;0,7975781;0,7343041;0,6765052
;264;0,8960511;0,8940253;0,8906023;0,8869113;0,8827423;0,8778471;0,8749128;0,8780912;0,8980744;0,8954674;0,8904229;0,8703174;0,8380048;0,7887363;0,730168;0,6720712
;288;0,8976952;0,8960318;0,8931363;0,8895502;0,8848835;0,8793999;0,8733137;0,8703988;0,871166;0,8678084;0,8818891;0,8441714;0,8217461;0,7847655;0,7287488;0,6713537
;312;0,8961337;0,8964725;0,8971341;0,8983225;0,9002982;0,9028387;0,9049797;0,8898312;0,8838676;0,8681926;0,8514182;0,8317002;0,8168489;0,7840082;0,7288029;0,671947

;Cxb_cyl_fill_eng_spd
*
AXIS_PTS;;600;750;1000;1250;1500;1750;2100;2500;3000;3500;4000;4500;5000;5500;6000;6500

;Cxb_cyl_fill_intk_mfld_prs
*
AXIS_PTS;;12;24;36;48;66;84;102;120;144;168;192;216;240;264;288;312

